Id,Weekly_Sales
2_98_2012-12-07,17667.378193224908
2_98_2012-12-14,20037.866364910635
2_98_2012-12-21,21930.9131464616
2_98_2012-12-28,14769.960795036865
2_98_2013-01-04,13492.901350076472
2_98_2013-01-11,12242.571559427319
2_98_2013-01-18,11420.719465565904
2_98_2013-01-25,11406.915204746698
2_98_2013-02-01,12644.068196885413
2_98_2013-02-08,15634.613883362255
2_98_2013-02-15,18836.852187671073
2_98_2013-02-22,13874.380713299437
2_98_2013-03-01,13272.170603105309
2_98_2013-03-08,13777.624084133635
2_98_2013-03-15,13732.37148572484
2_98_2013-03-22,13455.99811051288
2_98_2013-03-29,13140.711082399175
2_98_2013-04-05,15362.381746618183
2_98_2013-04-12,14194.544888941216
2_98_2013-04-19,12898.489047010129
2_98_2013-04-26,12274.988675271368
2_98_2013-05-03,12663.519448750714
2_98_2013-05-10,13902.628145437982
2_98_2013-05-17,14436.416420551821
2_98_2013-05-24,14153.491555355688
2_98_2013-05-31,14119.824336144096
2_98_2013-06-07,13921.56985234022
2_98_2013-06-14,13275.191889533055
2_98_2013-06-21,13495.980976912795
2_98_2013-06-28,11950.292108821126
2_98_2013-07-05,14648.437484615804
2_98_2013-07-12,13334.934678840904
2_98_2013-07-19,13041.514529019814
2_98_2013-07-26,11901.476171133938
2_99_2012-11-02,17281.024455317445
2_99_2012-11-09,17281.024455317445
2_99_2012-11-16,17281.024455317445
2_99_2012-11-23,17281.024455317445
2_99_2012-11-30,17281.024455317445
2_99_2012-12-07,17281.024455317445
2_99_2012-12-14,17281.024455317445
2_99_2012-12-21,17281.024455317445
2_99_2012-12-28,17281.024455317445
2_99_2013-01-04,17281.024455317445
2_99_2013-01-18,17281.024455317445
2_99_2013-02-01,17281.024455317445
2_99_2013-02-08,17281.024455317445
2_99_2013-02-15,17281.024455317445
2_99_2013-02-22,17281.024455317445
2_99_2013-03-29,17281.024455317445
2_99_2013-04-05,407.0445152124162
2_99_2013-04-12,302.36494771784686
2_99_2013-04-19,368.211798488409
2_99_2013-04-26,447.17711244409475
2_99_2013-05-03,537.1655048567261
2_99_2013-05-10,522.0864518884796
2_99_2013-05-17,2112.2040463107787
2_99_2013-05-24,1427.5969808151244
2_99_2013-05-31,3611.3589875714833
2_99_2013-06-07,5120.253050045708
2_99_2013-06-14,1963.625167464866
2_99_2013-06-21,1507.0138756488552
2_99_2013-07-05,1605.3594289447524
2_99_2013-07-12,1388.8027426155456
2_99_2013-07-19,952.474400173279
2_99_2013-07-26,960.5106619833457
3_1_2012-11-02,14376.451264915388
3_1_2012-11-09,8791.439647970574
3_1_2012-11-16,8834.300852010278
3_1_2012-11-23,8053.810719077972
3_1_2012-11-30,9805.661573301753
3_1_2012-12-07,10232.300176918467
3_1_2012-12-14,13543.595445042041
3_1_2012-12-21,13290.975820015028
3_1_2012-12-28,9375.31953080698
3_1_2013-01-04,7870.5777877091095
3_1_2013-01-11,7904.501786465927
3_1_2013-01-18,7660.953999204385
3_1_2013-01-25,8741.219765033511
3_1_2013-02-01,9467.966486204878
3_1_2013-02-08,11587.856196505165
3_1_2013-02-15,15745.80792767116
3_1_2013-02-22,9831.211845006905
3_1_2013-03-01,8670.607230091951
3_1_2013-03-08,8832.488427981849
3_1_2013-03-15,8240.889033294126
3_1_2013-03-22,10001.514531361521
3_1_2013-03-29,13660.285960793693
3_1_2013-04-05,16034.150656919626
3_1_2013-04-12,11929.255600393903
3_1_2013-04-19,10938.398788680179
3_1_2013-04-26,9017.444852145918
3_1_2013-05-03,7836.465158686283
3_1_2013-05-10,6931.864368255874
3_1_2013-05-17,6845.890487995481
3_1_2013-05-24,6930.168276182546
3_1_2013-05-31,7199.437703753317
3_1_2013-06-07,8027.810012827624
3_1_2013-06-14,7688.828548127761
3_1_2013-06-21,7588.968401430593
3_1_2013-06-28,7475.323549463908
3_1_2013-07-05,7567.156258512323
3_1_2013-07-12,7088.332784622322
3_1_2013-07-19,7419.475203408292
3_1_2013-07-26,7702.519704472435
3_2_2012-11-02,18601.773616087325
3_2_2012-11-09,17945.925850016167
3_2_2012-11-16,18064.61167491746
3_2_2012-11-23,16106.396258641473
3_2_2012-11-30,18480.620394708745
3_2_2012-12-07,18566.838533062353
3_2_2012-12-14,20401.333417951224
3_2_2012-12-21,21909.28315546573
3_2_2012-12-28,19239.034612504933
3_2_2013-01-04,18104.738073258635
3_2_2013-01-11,18078.250912522122
3_2_2013-01-18,17924.41861152477
3_2_2013-01-25,17847.41521450372
3_2_2013-02-01,21056.124332281466
3_2_2013-02-08,21721.068573677167
3_2_2013-02-15,20858.181380751776
3_2_2013-02-22,19397.37643154653
3_2_2013-03-01,22101.743466633267
3_2_2013-03-08,21278.059762461824
3_2_2013-03-15,19964.868406506164
3_2_2013-03-22,19104.28257668784
3_2_2013-03-29,19548.261646594063
3_2_2013-04-05,20644.088564133406
3_2_2013-04-12,19406.401508421473
3_2_2013-04-19,19670.973031530568
3_2_2013-04-26,19954.18177387407
3_2_2013-05-03,21378.189421888274
3_2_2013-05-10,19532.96838226215
3_2_2013-05-17,20389.634561660154
3_2_2013-05-24,19140.419785598995
3_2_2013-05-31,20989.82169700116
3_2_2013-06-07,21762.480447460217
3_2_2013-06-14,20929.138278279654
3_2_2013-06-21,20696.27701632486
3_2_2013-06-28,19953.11917211723
3_2_2013-07-05,21658.594763364592
3_2_2013-07-12,20664.755466213435
3_2_2013-07-19,19712.586352662936
3_2_2013-07-26,19852.17371995366
3_3_2012-11-02,4959.193264939545
3_3_2012-11-09,5030.696949829658
3_3_2012-11-16,4765.655053336995
3_3_2012-11-23,4980.294204962667
3_3_2012-11-30,5211.122894519031
3_3_2012-12-07,5468.793043066406
3_3_2012-12-14,5466.753315079771
3_3_2012-12-21,6189.087722272008
3_3_2012-12-28,4837.270512228587
3_3_2013-01-04,5693.365139239531
3_3_2013-01-11,5405.278502375493
3_3_2013-01-18,6004.646268058237
3_3_2013-01-25,5572.904823661221
3_3_2013-02-01,6142.3674400777345
3_3_2013-02-08,6059.477274068737
3_3_2013-02-15,6257.544312949824
3_3_2013-02-22,5741.674998302403
3_3_2013-03-01,5101.9117928741625
3_3_2013-03-08,5180.877106829847
3_3_2013-03-15,4527.992488919324
3_3_2013-03-22,5000.45045901504
3_3_2013-03-29,4595.390072043869
3_3_2013-04-05,4325.788080758556
3_3_2013-04-12,4509.303580335707
3_3_2013-04-19,4827.4386525838245
3_3_2013-04-26,5005.253982040388
3_3_2013-05-03,5336.659148715963
3_3_2013-05-10,5648.030580726718
3_3_2013-05-17,5942.936100240921
3_3_2013-05-24,5802.245229425838
3_3_2013-05-31,5448.843350314132
3_3_2013-06-07,5517.234312239317
3_3_2013-06-14,5517.234312239317
3_3_2013-06-21,5781.165955894895
3_3_2013-06-28,4264.297914078242
3_3_2013-07-05,4886.865651853907
3_3_2013-07-12,6774.433775315766
3_3_2013-07-19,8611.355912254096
3_3_2013-07-26,9197.438549438775
3_4_2012-11-02,9608.16407059198
3_4_2012-11-09,8655.56158551635
3_4_2012-11-16,9874.749075468173
3_4_2012-11-23,9670.801937730697
3_4_2012-11-30,9698.412150632577
3_4_2012-12-07,9411.418873640392
3_4_2012-12-14,8916.550011572232
3_4_2012-12-21,10015.759026811496
3_4_2012-12-28,9809.24324943454
3_4_2013-01-04,10266.143010919126
3_4_2013-01-11,8707.39394679311
3_4_2013-01-18,9338.258946352462
3_4_2013-01-25,8445.875561169505
3_4_2013-02-01,10261.155173983541
3_4_2013-02-08,10084.043360066951
3_4_2013-02-15,9982.366836240995
3_4_2013-02-22,8509.99070401379
3_4_2013-03-01,9529.823182972366
3_4_2013-03-08,9645.952242422865
3_4_2013-03-15,9452.73288130519
3_4_2013-03-22,9360.163363795116
3_4_2013-03-29,9341.018505710434
3_4_2013-04-05,9859.548024400041
3_4_2013-04-12,9249.799181676079
3_4_2013-04-19,9629.458266245389
3_4_2013-04-26,9270.793192702124
3_4_2013-05-03,10461.00138491345
3_4_2013-05-10,9336.603940475195
3_4_2013-05-17,9909.704582153625
3_4_2013-05-24,9616.842108424598
3_4_2013-05-31,9906.987036496299
3_4_2013-06-07,10400.408140931662
3_4_2013-06-14,10410.92768957781
3_4_2013-06-21,9220.413003019208
3_4_2013-06-28,9271.017504363854
3_4_2013-07-05,10126.341264726494
3_4_2013-07-12,10065.264253292955
3_4_2013-07-19,9767.08930533255
3_4_2013-07-26,9251.872646279171
3_5_2012-11-02,15281.842072020772
3_5_2012-11-09,14855.250723062483
3_5_2012-11-16,15081.934968311894
3_5_2012-11-23,41831.698937961926
3_5_2012-11-30,18082.471438559296
3_5_2012-12-07,20118.61920486533
3_5_2012-12-14,21825.204691544914
3_5_2012-12-21,24182.12581217382
3_5_2012-12-28,20368.82779071528
3_5_2013-01-04,13136.249513320616
3_5_2013-01-11,12762.910669813178
3_5_2013-01-18,11728.604774682677
3_5_2013-01-25,11254.969686940965
3_5_2013-02-01,15566.447138963382
3_5_2013-02-08,19100.15876285795
3_5_2013-02-15,19828.813429194717
3_5_2013-02-22,17421.337933548817
3_5_2013-03-01,17307.77893633061
3_5_2013-03-08,16012.40348605344
3_5_2013-03-15,14752.65974420525
3_5_2013-03-22,14691.56987330418
3_5_2013-03-29,14668.2137498552
3_5_2013-04-05,13429.698801596214
3_5_2013-04-12,12979.55789750956
3_5_2013-04-19,10836.247521362522
3_5_2013-04-26,11445.7887226871
3_5_2013-05-03,12775.46491042008
3_5_2013-05-10,12827.405518018224
3_5_2013-05-17,12745.960009314464
3_5_2013-05-24,10719.18411757551
3_5_2013-05-31,11883.422679503943
3_5_2013-06-07,15075.4296705587
3_5_2013-06-14,15030.192415886107
3_5_2013-06-21,14397.131725324518
3_5_2013-06-28,16170.840660588728
3_5_2013-07-05,13354.343241510867
3_5_2013-07-12,12833.43792434759
3_5_2013-07-19,14159.489604019634
3_5_2013-07-26,12421.702776001548
3_6_2012-11-02,2447.8803351917004
3_6_2012-11-09,1800.8799954243043
3_6_2012-11-16,2136.646799482013
3_6_2012-11-23,5735.312144212512
3_6_2012-11-30,2723.8115788181585
3_6_2012-12-07,2584.361884067565
3_6_2012-12-14,2624.1135883628763
3_6_2012-12-21,3542.0002807802216
3_6_2012-12-28,3213.213719363037
3_6_2013-01-04,1943.7856735524445
3_6_2013-01-11,1456.4018793654739
3_6_2013-01-18,1638.9988849549695
3_6_2013-01-25,739.3839261477881
3_6_2013-02-01,1149.1372683183426
3_6_2013-02-08,1908.4113648748478
3_6_2013-02-15,2031.6653529613368
3_6_2013-02-22,1582.511695767414
3_6_2013-03-01,1280.6828230139984
3_6_2013-03-08,1451.3473182946918
3_6_2013-03-15,1697.8360684855047
3_6_2013-03-22,1463.440305667575
3_6_2013-03-29,1535.9946289079016
3_6_2013-04-05,1258.7280591521906
3_6_2013-04-12,1314.559238879272
3_6_2013-04-19,1110.6923657706661
3_6_2013-04-26,1761.4346669292693
3_6_2013-05-03,1561.9212125479187
3_6_2013-05-10,2188.5561392864233
3_6_2013-05-17,1362.1406837668178
3_6_2013-05-24,1890.396302398211
3_6_2013-05-31,1406.5944241259008
3_6_2013-06-07,1493.8745828817096
3_6_2013-06-14,1811.0138022280848
3_6_2013-06-21,1278.3295655817296
3_6_2013-06-28,1977.5529922159762
3_6_2013-07-05,1556.4864734688629
3_6_2013-07-12,1436.1878092885684
3_6_2013-07-19,1515.1531232442537
3_6_2013-07-26,1282.9297575064315
3_7_2012-11-02,10487.263109878188
3_7_2012-11-09,10401.841444551732
3_7_2012-11-16,10039.788774086104
3_7_2012-11-23,28240.544369605697
3_7_2012-11-30,15919.087198624371
3_7_2012-12-07,17736.937266941506
3_7_2012-12-14,28410.989823513934
3_7_2012-12-21,36690.43358051649
3_7_2012-12-28,21770.343270568803
3_7_2013-01-04,10556.50185151587
3_7_2013-01-11,7645.85692254262
3_7_2013-01-18,7245.119689330201
3_7_2013-01-25,7451.113349978533
3_7_2013-02-01,9123.387932168913
3_7_2013-02-08,10414.391823897406
3_7_2013-02-15,9982.366836240995
3_7_2013-02-22,8741.058082176794
3_7_2013-03-01,9463.661240996855
3_7_2013-03-08,9166.160139313817
3_7_2013-03-15,9741.028656435528
3_7_2013-03-22,9971.525329731105
3_7_2013-03-29,9549.624097069429
3_7_2013-04-05,11145.915832091609
3_7_2013-04-12,10018.363591805577
3_7_2013-04-19,10145.437618829406
3_7_2013-04-26,9480.906385106195
3_7_2013-05-03,9112.113924373316
3_7_2013-05-10,8754.930319607918
3_7_2013-05-17,8364.225357816993
3_7_2013-05-24,9062.6009857039
3_7_2013-05-31,11453.586254059079
3_7_2013-06-07,12972.44529521125
3_7_2013-06-14,12823.489565926833
3_7_2013-06-21,13223.136410325147
3_7_2013-06-28,12760.999619884442
3_7_2013-07-05,12384.002179927675
3_7_2013-07-12,10906.275733726829
3_7_2013-07-19,9474.874828375941
3_7_2013-07-26,8584.243667804005
3_8_2012-11-02,8510.461828775662
3_8_2012-11-09,8789.391740347972
3_8_2012-11-16,8594.739616962726
3_8_2012-11-23,8558.271314662134
3_8_2012-11-30,8612.449520452143
3_8_2012-12-07,9234.461998240402
3_8_2012-12-14,9145.264658180875
3_8_2012-12-21,9976.938957894421
3_8_2012-12-28,9560.47056250695
3_8_2013-01-04,9034.375197067833
3_8_2013-01-11,9111.378594088883
3_8_2013-01-18,8434.034471404802
3_8_2013-01-25,8136.883836498139
3_8_2013-02-01,9177.754537353649
3_8_2013-02-08,9898.255440724954
3_8_2013-02-15,9712.211393645906
3_8_2013-02-22,9252.171534198185
3_8_2013-03-01,9541.987809127739
3_8_2013-03-08,9910.066729895747
3_8_2013-03-15,8575.748826851244
3_8_2013-03-22,9850.473385559033
3_8_2013-03-29,9742.484040688598
3_8_2013-04-05,10287.515334433083
3_8_2013-04-12,9082.628126759442
3_8_2013-04-19,9173.847450793797
3_8_2013-04-26,9392.061898320442
3_8_2013-05-03,10262.82703593196
3_8_2013-05-10,9169.432885558559
3_8_2013-05-17,9742.533527236988
3_8_2013-05-24,9449.671053507962
3_8_2013-05-31,9816.914276991767
3_8_2013-06-07,9964.95833942594
3_8_2013-06-14,9769.129033319186
3_8_2013-06-21,9220.413003019208
3_8_2013-06-28,9271.017504363854
3_8_2013-07-05,9935.871048688085
3_8_2013-07-12,9218.373275032573
3_8_2013-07-19,9585.778349523214
3_8_2013-07-26,9251.872646279171
3_9_2012-11-02,11595.772964418096
3_9_2012-11-09,8949.530128517437
3_9_2012-11-16,11014.320157443455
3_9_2012-11-23,13370.903505385504
3_9_2012-11-30,13001.518887432798
3_9_2012-12-07,13137.306191661359
3_9_2012-12-14,12424.86125600111
3_9_2012-12-21,14233.505295958332
3_9_2012-12-28,12492.421943695932
3_9_2013-01-04,11504.58790549284
3_9_2013-01-11,11587.587170744238
3_9_2013-01-18,9273.159441614092
3_9_2013-01-25,8484.547241786464
3_9_2013-02-01,8905.950910572637
3_9_2013-02-08,9052.502743849673
3_9_2013-02-15,9120.413448123676
3_9_2013-02-22,8807.365569594542
3_9_2013-03-01,10511.655038433655
3_9_2013-03-08,12041.604104996879
3_9_2013-03-15,12672.644420022292
3_9_2013-03-22,12824.885247097875
3_9_2013-03-29,12475.777766608217
3_9_2013-04-05,14829.607064901973
3_9_2013-04-12,13413.372160520417
3_9_2013-04-19,11990.974853752603
3_9_2013-04-26,11247.803620837843
3_9_2013-05-03,11158.730279540006
3_9_2013-05-10,10867.605615720984
3_9_2013-05-17,11010.949794085349
3_9_2013-05-24,12385.313387904618
3_9_2013-05-31,11352.749455474954
3_9_2013-06-07,12854.489085371655
3_9_2013-06-14,12831.27198331685
3_9_2013-06-21,11591.395792039242
3_9_2013-06-28,10635.023348938965
3_9_2013-07-05,10933.214602555478
3_9_2013-07-12,9465.682549366365
3_9_2013-07-19,10630.981573261319
3_9_2013-07-26,10360.55180336428
3_10_2012-11-02,12803.213445994325
3_10_2012-11-09,12106.067191113361
3_10_2012-11-16,11403.352997007745
3_10_2012-11-23,12251.3509305703
3_10_2012-11-30,12852.280935348459
3_10_2012-12-07,13176.75506922009
3_10_2012-12-14,11434.001876472466
3_10_2012-12-21,12054.991689348895
3_10_2012-12-28,9930.84948989648
3_10_2013-01-04,10161.866332814847
3_10_2013-01-11,10635.824637188343
3_10_2013-01-18,11586.388453996406
3_10_2013-01-25,10784.5392407338
3_10_2013-02-01,11933.79805550719
3_10_2013-02-08,13651.159397875206
3_10_2013-02-15,14579.162667092654
3_10_2013-02-22,14541.293642683766
3_10_2013-03-01,15051.752177684479
3_10_2013-03-08,14527.342421910691
3_10_2013-03-15,14444.579050016935
3_10_2013-03-22,14753.008622716705
3_10_2013-03-29,15103.965728757146
3_10_2013-04-05,14533.55898724795
3_10_2013-04-12,13903.162284161139
3_10_2013-04-19,13711.032665584515
3_10_2013-04-26,13349.353906379762
3_10_2013-05-03,13334.052667395194
3_10_2013-05-10,13669.413642611953
3_10_2013-05-17,12559.629673733683
3_10_2013-05-24,13906.294166088212
3_10_2013-05-31,12865.766042111636
3_10_2013-06-07,14932.872545409737
3_10_2013-06-14,14273.136367813984
3_10_2013-06-21,14022.365124923914
3_10_2013-06-28,15261.93824892155
3_10_2013-07-05,13812.111115045504
3_10_2013-07-12,14610.18349804275
3_10_2013-07-19,14860.95474093282
3_10_2013-07-26,13363.115303875145
3_11_2012-11-02,8438.942817641477
3_11_2012-11-09,9053.584095191045
3_11_2012-11-16,8883.510973852239
3_11_2012-11-23,10047.942199646788
3_11_2012-11-30,11759.126815314608
3_11_2012-12-07,14806.10387307247
3_11_2012-12-14,9929.469180216756
3_11_2012-12-21,9406.11737171181
3_11_2012-12-28,8765.70203634613
3_11_2013-01-04,8340.263914524245
3_11_2013-01-11,8417.267311545294
3_11_2013-01-18,8136.883836498139
3_11_2013-01-25,7117.2388016945915
3_11_2013-02-01,7389.714416389958
3_11_2013-02-08,8489.224654475856
3_11_2013-02-15,7481.269857758022
3_11_2013-02-22,7914.592582154561
3_11_2013-03-01,7950.472400497387
3_11_2013-03-08,8867.934558295508
3_11_2013-03-15,8374.46667838918
3_11_2013-03-22,8991.710160416416
3_11_2013-03-29,10818.412135182783
3_11_2013-04-05,14370.675283923967
3_11_2013-04-12,11895.66778995136
3_11_2013-04-19,11886.128514495036
3_11_2013-04-26,12020.993682948596
3_11_2013-05-03,14237.412293692849
3_11_2013-05-10,15983.138524291615
3_11_2013-05-17,11919.75531991115
3_11_2013-05-24,13186.702721568194
3_11_2013-05-31,17179.45057782784
3_11_2013-06-07,17053.152047494892
3_11_2013-06-14,25530.01170699572
3_11_2013-06-21,18370.556914386474
3_11_2013-06-28,23184.178287286253
3_11_2013-07-05,15443.044620053015
3_11_2013-07-12,15912.007846636498
3_11_2013-07-19,13709.890082936956
3_11_2013-07-26,14765.217449024574
3_12_2012-11-02,2705.083930925739
3_12_2012-11-09,2368.3975190305014
3_12_2012-11-16,2714.4773256985122
3_12_2012-11-23,2321.8600242356956
3_12_2012-11-30,2589.5111610718473
3_12_2012-12-07,2500.884885110083
3_12_2012-12-14,2297.548250379975
3_12_2012-12-21,1958.6846361828593
3_12_2012-12-28,1562.9678311590246
3_12_2013-01-04,1985.7707546702047
3_12_2013-01-11,1760.3307166488376
3_12_2013-01-18,2173.373983720144
3_12_2013-01-25,1708.7169635325165
3_12_2013-02-01,1935.2826223377663
3_12_2013-02-08,2302.8011533522827
3_12_2013-02-15,2183.7986203686387
3_12_2013-02-22,2540.0014898014015
3_12_2013-03-01,2053.69049821523
3_12_2013-03-08,2979.349866503991
3_12_2013-03-15,3067.987429724618
3_12_2013-03-22,3343.1933348751177
3_12_2013-03-29,3383.205930048466
3_12_2013-04-05,2860.2075839547747
3_12_2013-04-12,2855.554479009573
3_12_2013-04-19,3374.50257409463
3_12_2013-04-26,2716.790206770532
3_12_2013-05-03,2666.124540100331
3_12_2013-05-10,2924.5572588024816
3_12_2013-05-17,2773.921310855435
3_12_2013-05-24,2989.837316177502
3_12_2013-05-31,3157.5770619969935
3_12_2013-06-07,3002.893444764298
3_12_2013-06-14,3392.3457839477746
3_12_2013-06-21,2869.924758785123
3_12_2013-06-28,2977.43605255294
3_12_2013-07-05,3054.3374433065715
3_12_2013-07-12,2968.652730106185
3_12_2013-07-19,3578.1713982821507
3_12_2013-07-26,3393.3964900585443
3_13_2012-11-02,11413.89534960707
3_13_2012-11-09,10839.267442035647
3_13_2012-11-16,11066.337101354919
3_13_2012-11-23,10685.297707032834
3_13_2012-11-30,11109.8794162761
3_13_2012-12-07,10865.989773254269
3_13_2012-12-14,10839.704710043212
3_13_2012-12-21,10479.514982114713
3_13_2012-12-28,10710.314796325509
3_13_2013-01-04,10862.061049108432
3_13_2013-01-11,11490.759204261833
3_13_2013-01-18,11606.946473636248
3_13_2013-01-25,11152.676173144637
3_13_2013-02-01,12241.464303846611
3_13_2013-02-08,13003.589072472203
3_13_2013-02-15,11725.357601249823
3_13_2013-02-22,11442.532493351087
3_13_2013-03-01,12982.34871310522
3_13_2013-03-08,13628.74040222512
3_13_2013-03-15,12789.123633010708
3_13_2013-03-22,12460.13022276224
3_13_2013-03-29,12287.08941667845
3_13_2013-04-05,13017.996204160845
3_13_2013-04-12,11614.204431098358
3_13_2013-04-19,12830.135589075457
3_13_2013-04-26,12129.641916050025
3_13_2013-05-03,13836.657202579385
3_13_2013-05-10,13135.023725225881
3_13_2013-05-17,13016.136161974246
3_13_2013-05-24,13621.498352268001
3_13_2013-05-31,12946.327427116928
3_13_2013-06-07,13792.741599486993
3_13_2013-06-14,12803.361516895171
3_13_2013-06-21,11977.379979940702
3_13_2013-06-28,12457.053997238769
3_13_2013-07-05,12750.909908058318
3_13_2013-07-12,11985.562336338748
3_13_2013-07-19,11856.485593918125
3_13_2013-07-26,11457.528429460726
3_14_2012-11-02,4610.065239066359
3_14_2012-11-09,5083.389085689132
3_14_2012-11-16,5714.214438372304
3_14_2012-11-23,11556.438316995744
3_14_2012-11-30,6850.586291007962
3_14_2012-12-07,5986.3532019460445
3_14_2012-12-14,6754.541036090106
3_14_2012-12-21,8371.460602112396
3_14_2012-12-28,5615.189226795077
3_14_2013-01-04,4888.384488189395
3_14_2013-01-11,5332.238557526141
3_14_2013-01-18,4916.007567139478
3_14_2013-01-25,4383.536047393113
3_14_2013-02-01,4362.06106373349
3_14_2013-02-08,5571.946665066764
3_14_2013-02-15,5685.223268674336
3_14_2013-02-22,5272.233099967379
3_14_2013-03-01,5836.838457410017
3_14_2013-03-08,5020.395280991436
3_14_2013-03-15,5059.358265644867
3_14_2013-03-22,6298.557228793528
3_14_2013-03-29,5277.408905095582
3_14_2013-04-05,5411.823997213421
3_14_2013-04-12,5186.189581061228
3_14_2013-04-19,5277.408905095582
3_14_2013-04-26,5207.183592087273
3_14_2013-05-03,5497.140974554374
3_14_2013-05-10,5672.134111081305
3_14_2013-05-17,5298.189134429413
3_14_2013-05-24,4284.048427509016
3_14_2013-05-31,4793.454364905831
3_14_2013-06-07,5475.788221326008
3_14_2013-06-14,5164.131377307384
3_14_2013-06-21,5201.003104171003
3_14_2013-06-28,5212.654242342836
3_14_2013-07-05,5099.600623636603
3_14_2013-07-12,5600.19440519514
3_14_2013-07-19,5126.648186387822
3_14_2013-07-26,5029.9720869879975
3_16_2012-11-02,3693.211276442665
3_16_2012-11-09,2894.845907920035
3_16_2012-11-16,3372.0286594153436
3_16_2012-11-23,3535.7675594651632
3_16_2012-11-30,2662.445558474771
3_16_2012-12-07,3242.7150317413398
3_16_2012-12-14,2571.779554526371
3_16_2012-12-21,2289.6007996741278
3_16_2012-12-28,1920.9829245319502
3_16_2013-01-04,2514.9459811391243
3_16_2013-01-11,2931.115642998966
3_16_2013-01-18,4065.826660423089
3_16_2013-01-25,4167.836050433058
3_16_2013-02-01,6219.283457520327
3_16_2013-02-08,6767.2510453987525
3_16_2013-02-15,7431.175506343254
3_16_2013-02-22,11314.362985348984
3_16_2013-03-01,12782.833309757869
3_16_2013-03-08,16148.428329949022
3_16_2013-03-15,16156.71279023422
3_16_2013-03-22,20362.974501050347
3_16_2013-03-29,17245.858923993615
3_16_2013-04-05,21664.892098500284
3_16_2013-04-12,18319.90430862033
3_16_2013-04-19,15819.677847628394
3_16_2013-04-26,15142.79048598768
3_16_2013-05-03,14521.34539304804
3_16_2013-05-10,12765.80279347893
3_16_2013-05-17,13820.730923238678
3_16_2013-05-24,14586.165464887028
3_16_2013-05-31,14629.717624336063
3_16_2013-06-07,14313.893686816768
3_16_2013-06-14,13800.784332511887
3_16_2013-06-21,12071.836446874382
3_16_2013-06-28,11239.503158458845
3_16_2013-07-05,10813.556516653362
3_16_2013-07-12,10404.474499344717
3_16_2013-07-19,9460.734927483241
3_16_2013-07-26,9037.984737453446
3_17_2012-11-02,2521.5415500740255
3_17_2012-11-09,2764.7716267841065
3_17_2012-11-16,3364.6608837997965
3_17_2012-11-23,4087.9212904635806
3_17_2012-11-30,3701.362076767342
3_17_2012-12-07,3805.4298369141825
3_17_2012-12-14,4091.2874607678123
3_17_2012-12-21,4186.879017624911
3_17_2012-12-28,4524.6351491016385
3_17_2013-01-04,3743.8692003742613
3_17_2013-01-11,2731.6433727278845
3_17_2013-01-18,2725.6837585880457
3_17_2013-01-25,2113.024798356636
3_17_2013-02-01,2702.334451742666
3_17_2013-02-08,2891.1772720200233
3_17_2013-02-15,3073.1991606361844
3_17_2013-02-22,3063.519725769946
3_17_2013-03-01,3314.1246812779927
3_17_2013-03-08,3238.5916422457703
3_17_2013-03-15,3049.04704549637
3_17_2013-03-22,3243.6890158024707
3_17_2013-03-29,3046.745852613047
3_17_2013-04-05,2524.8632146981595
3_17_2013-04-12,2355.254356403875
3_17_2013-04-19,2671.913718459595
3_17_2013-04-26,2833.4900825795175
3_17_2013-05-03,2874.1421196419337
3_17_2013-05-10,2842.616594041425
3_17_2013-05-17,2750.1372132688066
3_17_2013-05-24,2834.4150014558722
3_17_2013-05-31,2346.8621887730505
3_17_2013-06-07,2404.8334917026914
3_17_2013-06-14,2165.616509536429
3_17_2013-06-21,2543.892910730342
3_17_2013-06-28,2136.0880969490936
3_17_2013-07-05,1863.2988007357794
3_17_2013-07-12,2326.7793318553395
3_17_2013-07-19,2644.9616279772863
3_17_2013-07-26,1968.3599714971447
3_18_2012-11-02,6205.835926690419
3_18_2012-11-09,5451.063667482275
3_18_2012-11-16,5764.379891712669
3_18_2012-11-23,20834.37361137123
3_18_2012-11-30,17250.17435755174
3_18_2012-12-07,9541.303523939296
3_18_2012-12-14,7462.874613781788
3_18_2012-12-21,7282.449319691699
3_18_2012-12-28,7359.269874766764
3_18_2013-01-04,2914.816325775646
3_18_2013-01-11,3395.650906977169
3_18_2013-01-18,5557.931647438049
3_18_2013-01-25,9463.740044334652
3_18_2013-02-01,10777.412244916835
3_18_2013-02-08,10207.282213622964
3_18_2013-02-15,6977.938337144547
3_18_2013-02-22,6212.93073259704
3_18_2013-03-01,3431.757639397773
3_18_2013-03-08,2111.80774902044
3_18_2013-03-15,1522.9337094941711
3_18_2013-03-22,1115.7065062945242
3_18_2013-03-29,975.3349224757561
3_18_2013-04-05,2694.45585750266
3_18_2013-04-12,3891.1927451760744
3_18_2013-04-19,2230.0849551766014
3_18_2013-05-03,1149.9467068546921
3_18_2013-05-17,631.588000496999
3_18_2013-06-07,356.1271768251645
3_18_2013-06-28,624.4643966778881
3_18_2013-07-05,571.5463755782519
3_19_2012-11-02,810.4232275366285
3_19_2012-11-09,763.6950599440501
3_19_2012-11-16,822.1679557111868
3_19_2012-11-23,996.5459578842649
3_19_2012-11-30,947.0578753740406
3_19_2012-12-07,826.7984862629736
3_19_2012-12-14,1178.6492353202852
3_19_2012-12-21,1103.4146148501286
3_19_2012-12-28,900.0674935981343
3_19_2013-01-04,837.5999177082564
